initial_list_status	purpose	int_rate	installment	annual_inc	dti	verification_status	grade	revol_bal	inq_last_12m	delinq_2yrs	home_ownership	not_paid	log_inc	verified	grdCtoA
w	debt_consolidation	14.08	233.1	48000	11.95	Verified	C	7779	3	0	MORTGAGE	1	10.77895629	1	0
f	credit_card	12.62	1005.34	85000	12.77	Source Verified	C	36942	2	0	MORTGAGE	0	11.35040654	1	0
w	debt_consolidation	6.08	1218.33	105000	1.9	Not Verified	A	7025	2	0	MORTGAGE	1	11.56171563	0	1
w	debt_consolidation	20	278.73	70000	5.71	Not Verified	D	11021	0	0	RENT	0	11.15625052	0	0
w	debt_consolidation	20	445.1	45000	13.52	Not Verified	D	14316	3	0	MORTGAGE	0	10.71441777	0	0
w	credit_card	10.42	155.84	48000	16.6	Not Verified	B	35682	0	0	MORTGAGE	1	10.77895629	0	1
w	credit_card	10.42	480.58	100000	35.22	Source Verified	B	26342	6	0	RENT	1	11.51292546	1	1
w	debt_consolidation	12.62	88.81	55000	13.03	Source Verified	C	1782	1	2	MORTGAGE	1	10.91508846	1	0
w	home_improvement	18.06	635.66	120000	23.79	Verified	D	19781	5	0	MORTGAGE	0	11.69524702	1	0
w	debt_consolidation	11.99	332.1	110000	14.84	Not Verified	B	46387	2	0	MORTGAGE	1	11.60823564	0	1
w	credit_card	15.05	138.76	68000	12.85	Source Verified	C	17047	1	0	RENT	1	11.12726298	1	0
w	credit_card	10.42	300.37	82000	18.41	Source Verified	B	17956	2	0	OWN	0	11.31447453	1	1
w	credit_card	12.62	541.42	90000	10.67	Not Verified	C	21203	1	0	MORTGAGE	1	11.40756495	0	0
w	debt_consolidation	24.85	1170.54	300000	16.26	Verified	E	6730	8	0	MORTGAGE	1	12.61153775	1	0
w	debt_consolidation	9.93	112.83	40000	6.57	Not Verified	B	2774	5	0	RENT	1	10.59663473	0	1
w	debt_consolidation	10.42	324.65	21600	9.17	Source Verified	B	6122	0	0	RENT	1	9.980448594	1	1
w	debt_consolidation	14.08	239.52	68000	10.27	Source Verified	C	3691	6	2	MORTGAGE	0	11.12726298	1	0
w	debt_consolidation	23.88	602.67	60000	26.34	Verified	E	16231	0	0	RENT	0	11.00209984	1	0
w	debt_consolidation	10.91	850.1	150000	9.44	Source Verified	B	15645	4	0	MORTGAGE	0	11.91839057	1	1
w	home_improvement	10.42	214.55	60000	2.38	Not Verified	B	4705	2	0	OWN	0	11.00209984	0	1
w	debt_consolidation	14.08	261.07	57000	26.32	Not Verified	C	11152	2	0	MORTGAGE	0	10.95080655	0	0
f	debt_consolidation	15.05	795.27	71000	10.95	Not Verified	C	7414	1	3	MORTGAGE	0	11.17043516	0	0
w	credit_card	7.35	232.79	35000	25.03	Not Verified	A	8288	1	0	OWN	0	10.46310334	0	1
w	debt_consolidation	17.09	498.02	65000	14.29	Verified	D	9399	4	1	RENT	0	11.08214255	1	0
w	debt_consolidation	21.45	113.72	38824	12.38	Verified	D	2564	1	1	MORTGAGE	0	10.56679389	1	0
w	debt_consolidation	16.02	175.84	47000	17.22	Source Verified	C	4	4	0	RENT	1	10.75790288	1	0
w	debt_consolidation	14.08	444.82	70000	16.25	Verified	C	6198	3	0	RENT	1	11.15625052	1	0
f	home_improvement	10.91	1307.85	240000	5.21	Verified	B	185	9	2	MORTGAGE	1	12.3883942	1	1
w	debt_consolidation	21.45	955.75	112000	6.54	Source Verified	D	16749	1	0	MORTGAGE	1	11.62625415	1	0
w	credit_card	14.08	188.2	41919	48.91	Verified	C	3910	3	0	RENT	0	10.64349446	1	0
w	debt_consolidation	12.62	270.71	60000	11.44	Source Verified	C	6782	0	0	MORTGAGE	0	11.00209984	1	0
w	credit_card	7.97	94.76	72000	31.05	Verified	A	15703	0	0	MORTGAGE	0	11.1844214	1	1
w	major_purchase	19.03	80.68	96000	10.39	Not Verified	D	1600	3	0	RENT	1	11.47210347	0	0
w	debt_consolidation	17.09	285.59	65000	22.73	Not Verified	D	20435	2	0	MORTGAGE	1	11.08214255	0	0
w	credit_card	7.35	620.75	145000	21.33	Not Verified	A	7611	2	1	MORTGAGE	1	11.88448902	0	1
w	credit_card	7.97	469.84	65000	10.76	Source Verified	A	12054	2	0	MORTGAGE	0	11.08214255	1	1
w	credit_card	19.03	165.03	27700	32.19	Not Verified	D	4441	0	0	OWN	1	10.22918769	0	0
w	debt_consolidation	15.05	936.63	95000	18.14	Verified	C	26690	1	2	MORTGAGE	1	11.46163217	1	0
w	debt_consolidation	16.02	140.67	60000	11.74	Verified	C	3758	2	0	MORTGAGE	0	11.00209984	1	0
w	debt_consolidation	7.07	61.82	62000	19.16	Not Verified	A	12803	0	0	RENT	1	11.03488966	0	1
w	home_improvement	7.35	620.75	52000	17.26	Not Verified	A	8246	2	0	MORTGAGE	0	10.858999	0	1
w	home_improvement	11.99	265.68	90000	8.01	Not Verified	B	5706	2	0	OWN	0	11.40756495	0	1
w	debt_consolidation	20	397.41	125000	16.78	Verified	D	48385	2	0	MORTGAGE	0	11.73606902	1	0
f	debt_consolidation	20	148.66	84750	17.29	Source Verified	D	1344	4	1	OWN	0	11.34746103	1	0
w	debt_consolidation	15.05	333.43	50000	20.04	Source Verified	C	8768	5	1	MORTGAGE	0	10.81977828	1	0
w	debt_consolidation	11.99	778.38	130000	19.1	Source Verified	B	36666	1	0	MORTGAGE	0	11.77528973	1	1
w	debt_consolidation	21.45	327.69	116000	8.78	Not Verified	D	10208	4	0	RENT	0	11.66134547	0	0
f	credit_card	11.99	179.34	115000	13.76	Source Verified	B	3539	8	1	MORTGAGE	0	11.65268741	1	1
w	credit_card	7.21	185.84	60000	6.18	Not Verified	A	1414	0	0	RENT	0	11.00209984	0	1
w	small_business	12.62	335.12	80000	7.41	Not Verified	C	9643	4	0	RENT	1	11.28978191	0	0
f	debt_consolidation	9.44	224.04	40000	6	Source Verified	B	5714	4	0	MORTGAGE	0	10.59663473	1	1
w	debt_consolidation	25.82	261.27	60470	11.94	Source Verified	E	22902	2	0	MORTGAGE	0	11.00990265	1	0
w	credit_card	7.21	346.9	79600	10.24	Not Verified	A	5772	1	0	MORTGAGE	0	11.28476937	0	1
w	debt_consolidation	21.45	628.07	62000	17.89	Verified	D	11711	4	0	MORTGAGE	1	11.03488966	1	0
w	credit_card	16.02	189.91	70000	33.02	Not Verified	C	6036	4	2	MORTGAGE	0	11.15625052	0	0
f	debt_consolidation	21.45	947.67	90000	17.69	Not Verified	D	33314	3	0	MORTGAGE	0	11.40756495	0	0
w	credit_card	5.32	1084.14	750000	6.06	Verified	A	10084	14	0	MORTGAGE	0	13.52782849	1	1
f	credit_card	9.44	480.08	144000	15.73	Source Verified	B	14740	4	0	MORTGAGE	0	11.87756858	1	1
f	debt_consolidation	17.09	784.46	224000	26.99	Source Verified	D	38912	3	0	MORTGAGE	0	12.31940133	1	0
w	credit_card	12.62	502.67	60000	15.32	Verified	C	12821	2	1	MORTGAGE	0	11.00209984	1	0
f	debt_consolidation	24.85	595.21	55000	24.29	Not Verified	E	19536	1	0	OWN	1	10.91508846	0	0
f	credit_card	26.3	111.24	30000	36.52	Verified	E	19869	1	0	OWN	1	10.30895266	1	0
f	debt_consolidation	7.21	309.74	75000	21.47	Not Verified	A	14752	1	0	MORTGAGE	0	11.22524339	0	1
w	debt_consolidation	9.44	166.43	60000	22.32	Verified	B	2341	4	0	MORTGAGE	0	11.00209984	1	1
w	home_improvement	20	92.91	58000	3.48	Source Verified	D	3984	8	0	OWN	0	10.96819829	1	0
f	debt_consolidation	17.09	535.47	74000	34.73	Verified	D	15351	3	0	OWN	1	11.21182037	1	0
f	debt_consolidation	9.44	160.03	30000	6.92	Not Verified	B	3665	2	0	RENT	1	10.30895266	0	1
f	debt_consolidation	17.09	89.25	36000	16.03	Not Verified	D	1611	2	1	RENT	0	10.49127422	0	0
w	debt_consolidation	19.03	198.03	70000	33.73	Not Verified	D	20814	1	0	MORTGAGE	0	11.15625052	0	0
w	debt_consolidation	16.02	281.34	120000	16.38	Source Verified	C	31728	1	1	MORTGAGE	1	11.69524702	1	0
w	debt_consolidation	21.45	546.15	125000	26.52	Source Verified	D	33322	4	0	MORTGAGE	1	11.73606902	1	0
w	debt_consolidation	13.59	216.62	41000	11.48	Verified	C	10340	1	2	MORTGAGE	0	10.62132735	1	0
w	debt_consolidation	16.02	510.91	56000	15.37	Verified	C	7687	0	1	MORTGAGE	1	10.93310697	1	0
f	home_improvement	30.84	1501.96	101000	17.69	Source Verified	G	8540	2	0	OWN	1	11.5228758	1	0
f	home_improvement	9.44	672.11	65000	7.55	Source Verified	B	1329	3	2	MORTGAGE	0	11.08214255	1	1
w	debt_consolidation	10.42	450.55	82000	22.27	Verified	B	5777	0	0	MORTGAGE	0	11.31447453	1	1
w	debt_consolidation	6.72	64.58	45000	11.6	Not Verified	A	659	1	0	MORTGAGE	0	10.71441777	0	1
f	home_improvement	13.59	305.81	25600	47.54	Source Verified	C	35069	0	0	OWN	0	10.15034763	1	0
w	debt_consolidation	10.42	194.79	60000	26.24	Not Verified	B	6546	10	0	OWN	0	11.00209984	0	1
w	home_improvement	10.42	324.65	165000	4.11	Not Verified	B	27500	4	0	MORTGAGE	0	12.01370075	0	1
w	debt_consolidation	9.44	576.09	84400	13.08	Not Verified	B	9316	1	0	OWN	1	11.34332268	0	1
w	home_improvement	14.08	559.44	36000	8.8	Source Verified	C	25	0	0	RENT	1	10.49127422	1	0
f	debt_consolidation	23.88	1370.95	90000	21.37	Not Verified	E	6214	3	1	MORTGAGE	1	11.40756495	0	0
w	credit_card	15.05	357.25	80000	27.27	Verified	C	12466	2	0	MORTGAGE	0	11.28978191	1	0
w	debt_consolidation	12.62	338.39	38000	33.29	Not Verified	C	9851	1	0	OWN	0	10.54534144	0	0
f	debt_consolidation	7.97	751.75	147000	19.07	Not Verified	A	48549	4	1	MORTGAGE	1	11.89818787	0	1
f	debt_consolidation	16.02	211.01	50000	30.32	Source Verified	C	6383	1	0	RENT	1	10.81977828	1	0
w	debt_consolidation	26.3	451.78	107500	13.37	Source Verified	E	10250	3	0	MORTGAGE	1	11.58524613	1	0
w	debt_consolidation	9.44	1280.2	200000	8.33	Verified	B	52686	0	0	MORTGAGE	0	12.20607265	1	1
w	debt_consolidation	23.88	573.97	21840	16.65	Not Verified	E	2525	0	0	MORTGAGE	1	9.99149843	0	0
w	small_business	11.99	664.2	175000	7.02	Not Verified	B	18595	1	5	MORTGAGE	1	12.07254125	0	1
w	debt_consolidation	7.97	563.81	75000	33.23	Not Verified	A	21277	1	0	MORTGAGE	1	11.22524339	0	1
w	home_improvement	20	635.86	140000	19.06	Verified	D	4289	0	0	RENT	0	11.8493977	1	0
w	debt_consolidation	13.59	806.97	113000	18.84	Verified	C	27099	4	0	RENT	1	11.6351431	1	0
w	home_improvement	16.02	139.79	56000	9.62	Source Verified	C	72	3	2	OWN	1	10.93310697	1	0
w	debt_consolidation	11.99	385.24	72800	30.38	Verified	B	9094	5	0	MORTGAGE	0	11.19547123	1	1
w	debt_consolidation	15.05	571.59	79000	14.43	Verified	C	15534	4	0	RENT	1	11.27720313	1	0
w	debt_consolidation	15.05	404.88	68496.2	10.95	Source Verified	C	4976	2	0	MORTGAGE	1	11.13453355	1	0
f	debt_consolidation	7.97	375.88	220000	3.06	Not Verified	A	844	1	0	MORTGAGE	0	12.30138283	0	1
w	debt_consolidation	21.45	1186.48	140000	38.03	Verified	D	258897	3	0	MORTGAGE	1	11.8493977	1	0
w	credit_card	12.62	676.78	62000	18.23	Source Verified	C	10373	7	0	RENT	1	11.03488966	1	0
w	major_purchase	20	927.29	95513	6.01	Verified	D	0	3	0	RENT	1	11.46701764	1	0
w	debt_consolidation	14.08	109.5	42500	19.12	Verified	C	16916	0	0	MORTGAGE	0	10.65725935	1	0
w	debt_consolidation	7.35	798.67	132000	14.64	Source Verified	A	22679	9	0	MORTGAGE	0	11.7905572	1	1
w	home_improvement	19.03	1100.14	83000	16.38	Verified	D	11826	5	1	MORTGAGE	0	11.32659589	1	0
w	debt_consolidation	10.91	392.36	41000	16.6	Source Verified	B	6197	3	0	RENT	1	10.62132735	1	1
w	debt_consolidation	9.93	354.58	75000	1.52	Verified	B	2903	0	4	MORTGAGE	1	11.22524339	1	1
w	debt_consolidation	19.03	415.32	79882.37	14.19	Not Verified	D	22625	2	0	MORTGAGE	0	11.28831046	0	0
w	credit_card	9.44	128.02	75000	16.13	Source Verified	B	14681	4	0	MORTGAGE	0	11.22524339	1	1
f	debt_consolidation	9.44	1280.2	104000	0.61	Not Verified	B	183	0	0	RENT	0	11.55214618	0	1
w	debt_consolidation	10.91	130.79	112000	18.26	Not Verified	B	21028	1	0	RENT	1	11.62625415	0	1
f	credit_card	10.91	228.88	20000	27.46	Verified	B	6044	0	0	RENT	1	9.903487553	1	1
w	debt_consolidation	16.02	973.15	200000	11.83	Source Verified	C	23400	1	2	MORTGAGE	1	12.20607265	1	0
w	credit_card	7.97	250.59	92045	26.34	Not Verified	A	11950	3	1	MORTGAGE	1	11.43003287	0	1
f	debt_consolidation	15.05	173.45	47000	37.61	Not Verified	C	8945	2	0	RENT	0	10.75790288	0	0
w	debt_consolidation	17.09	171.35	80000	10.35	Source Verified	D	2156	2	0	MORTGAGE	1	11.28978191	1	0
w	debt_consolidation	21.45	273.08	36500	42.95	Verified	D	11052	5	0	MORTGAGE	0	10.50506754	1	0
w	debt_consolidation	15.05	500.14	182000	8.43	Source Verified	C	17156	1	0	RENT	0	12.11176197	1	0
f	credit_card	12.62	100.54	52000	16.55	Not Verified	C	8564	1	0	MORTGAGE	1	10.858999	0	0
w	debt_consolidation	19.03	249.37	42000	13.71	Not Verified	D	670	5	0	RENT	1	10.6454249	0	0
w	debt_consolidation	7.21	185.84	108000	8.52	Source Verified	A	14683	0	1	MORTGAGE	0	11.58988651	1	1
w	debt_consolidation	12.62	350.2	50000	19.92	Source Verified	C	8821	0	0	OWN	0	10.81977828	1	0
w	debt_consolidation	10.91	719.32	145000	15.96	Not Verified	B	42784	0	0	RENT	1	11.88448902	0	1
f	credit_card	11.99	298.89	23000	15.66	Not Verified	B	8219	0	0	RENT	0	10.04324949	0	1
w	credit_card	7.07	129.82	75000	13.52	Not Verified	A	3795	0	0	RENT	0	11.22524339	0	1
w	debt_consolidation	13.59	345.85	110000	5.05	Not Verified	C	1853	3	0	MORTGAGE	1	11.60823564	0	0
f	debt_consolidation	23.88	846.07	48000	31.25	Verified	E	166349	3	0	OWN	1	10.77895629	1	0
w	credit_card	10.42	324.65	66000	34.49	Source Verified	B	22903	1	0	MORTGAGE	1	11.09741002	1	1
w	debt_consolidation	14.08	372.96	93000	24.97	Verified	C	12566	6	0	MORTGAGE	0	11.44035477	1	0
w	debt_consolidation	9.44	960.15	55000	38.08	Source Verified	B	22920	0	3	MORTGAGE	1	10.91508846	1	1
w	debt_consolidation	9.44	716.91	90000	19.76	Source Verified	B	8300	2	0	MORTGAGE	0	11.40756495	1	1
w	debt_consolidation	16.02	422.01	90000	18.38	Not Verified	C	43771	1	0	MORTGAGE	0	11.40756495	0	0
f	credit_card	18.06	173.68	32240	11.59	Not Verified	D	6000	3	0	RENT	0	10.3809632	0	0
f	debt_consolidation	15.05	693.8	40000	43.08	Verified	C	1592	10	0	MORTGAGE	1	10.59663473	1	0
f	debt_consolidation	30.79	525.45	17004	24.91	Verified	G	14672	1	2	MORTGAGE	0	9.741203889	1	0
w	debt_consolidation	10.42	259.72	40000	12.36	Source Verified	B	6357	0	0	RENT	1	10.59663473	1	1
w	debt_consolidation	18.06	253.28	80000	14.52	Not Verified	D	1838	3	0	RENT	1	11.28978191	0	0
w	credit_card	14.08	1026.5	160000	6.25	Source Verified	C	27091	0	2	OWN	1	11.98292909	1	0
w	home_improvement	10.91	49.05	64000	1.54	Source Verified	B	3301	2	3	MORTGAGE	0	11.06663836	1	1
f	home_improvement	12.62	100.54	65000	21.12	Not Verified	C	10946	2	0	MORTGAGE	0	11.08214255	0	0
w	major_purchase	9.93	424.26	194000	0.88	Verified	B	934	2	0	OWN	1	12.17561344	1	1
w	credit_card	11.99	630.99	78000	24.14	Source Verified	B	17093	2	0	RENT	1	11.26446411	1	1
w	debt_consolidation	7.35	682.83	76000	23.69	Verified	A	44655	1	0	MORTGAGE	1	11.23848862	1	1
w	home_improvement	26.3	512.02	49000	21.9	Source Verified	E	8976	1	1	MORTGAGE	1	10.79957558	1	0
w	debt_consolidation	23.88	502.23	55000	23.48	Source Verified	E	34884	0	0	OWN	0	10.91508846	1	0
w	debt_consolidation	23.88	940.08	60000	20.66	Not Verified	E	25621	3	0	MORTGAGE	0	11.00209984	0	0
w	debt_consolidation	21.45	1046.22	60000	25.36	Verified	D	13188	1	0	MORTGAGE	0	11.00209984	1	0
f	credit_card	15.05	360.78	92000	20.41	Source Verified	C	12136	5	0	MORTGAGE	0	11.42954386	1	0
w	debt_consolidation	10.91	98.09	100000	22.92	Not Verified	B	6713	3	0	MORTGAGE	0	11.51292546	0	1
w	credit_card	7.07	185.46	36000	33.92	Not Verified	A	24096	7	0	MORTGAGE	0	10.49127422	0	1
f	debt_consolidation	17.09	622.03	60000	34.26	Verified	D	9637	3	0	MORTGAGE	0	11.00209984	1	0
w	credit_card	5.32	752.87	135000	15.63	Source Verified	A	14524	7	4	MORTGAGE	0	11.81303006	1	1
f	debt_consolidation	17.09	178.49	43000	11.08	Not Verified	D	6094	0	0	MORTGAGE	0	10.66895539	0	0
w	home_improvement	9.44	192.03	45000	3.65	Not Verified	B	3044	1	1	RENT	0	10.71441777	0	1
w	debt_consolidation	11.99	232.47	42000	21.6	Verified	B	10100	2	0	RENT	1	10.6454249	1	1
w	debt_consolidation	9.93	212.13	84000	6.99	Not Verified	B	5996	0	0	OWN	0	11.33857208	0	1
w	debt_consolidation	12.62	603.21	260000	25.38	Source Verified	C	78182	2	0	OWN	0	12.46843691	1	0
w	credit_card	5.32	52.71	158000	11.23	Not Verified	A	3943	3	0	RENT	0	11.97035031	0	1
f	home_improvement	18.06	868.39	80000	18.79	Source Verified	D	7660	7	0	MORTGAGE	1	11.28978191	1	0
w	debt_consolidation	11.99	531.36	65000	14.19	Verified	B	20768	0	0	RENT	0	11.08214255	1	1
w	debt_consolidation	13.59	461.13	80000	14.43	Source Verified	C	7993	1	0	MORTGAGE	1	11.28978191	1	0
w	credit_card	12.62	563.98	65000	17.21	Source Verified	C	6840	2	0	MORTGAGE	0	11.08214255	1	0
f	major_purchase	14.08	1183.9	138800	21.05	Source Verified	C	1731	3	0	RENT	1	11.84078933	1	0
w	debt_consolidation	11.99	99.63	18000	17	Source Verified	B	5473	1	0	MORTGAGE	0	9.798127037	1	1
w	home_improvement	16.02	703.34	32000	66.49	Source Verified	C	5231	1	1	MORTGAGE	0	10.37349118	1	0
f	debt_consolidation	9.44	208.04	17000	18.72	Source Verified	B	6488	0	0	MORTGAGE	1	9.740968623	1	1
w	debt_consolidation	9.44	480.08	50000	5.98	Source Verified	B	2744	1	0	RENT	1	10.81977828	1	1
f	debt_consolidation	9.93	154.73	70000	21.43	Verified	B	225	0	0	RENT	0	11.15625052	1	1
w	debt_consolidation	12.62	234.58	50000	6.63	Source Verified	C	739	2	0	RENT	1	10.81977828	1	0
w	debt_consolidation	30.17	811.45	354000	20.77	Verified	F	34858	2	0	MORTGAGE	0	12.77705219	1	0
w	debt_consolidation	17.09	622.53	95760.11	19.29	Source Verified	D	40947	0	0	RENT	0	11.46960149	1	0
w	debt_consolidation	9.93	232.09	82000	18.44	Not Verified	B	11256	2	0	MORTGAGE	0	11.31447453	0	1
w	debt_consolidation	18.06	253.28	130000	16.05	Not Verified	D	32630	1	3	OWN	1	11.77528973	0	0
w	debt_consolidation	14.08	328.48	88000	7.26	Verified	C	6964	0	2	RENT	0	11.38509209	1	0
w	debt_consolidation	15.05	55.51	70000	10.06	Not Verified	C	4202	0	0	MORTGAGE	0	11.15625052	0	0
w	debt_consolidation	24.85	526.75	60300	35.94	Source Verified	E	56089	0	1	MORTGAGE	0	11.00708738	1	0
f	debt_consolidation	23.88	774.86	118000	20.39	Verified	E	9197	7	0	MORTGAGE	1	11.6784399	1	0
w	home_improvement	9.93	286.89	30000	30.32	Source Verified	B	1010	2	0	MORTGAGE	1	10.30895266	1	1
f	debt_consolidation	12.62	167.56	36000	24.67	Verified	C	16682	2	0	OWN	1	10.49127422	1	0
w	debt_consolidation	7.97	250.59	85000	33.32	Verified	A	30880	8	0	MORTGAGE	0	11.35040654	1	1
f	debt_consolidation	14.08	102.65	25000	15.55	Source Verified	C	2084	6	0	OWN	0	10.1266311	1	0
f	debt_consolidation	16.02	879.18	149612	7.53	Source Verified	C	7690	1	4	MORTGAGE	1	11.91580056	1	0
w	debt_consolidation	14.08	582.75	106000	8.71	Not Verified	C	20348	3	0	RENT	1	11.57119437	0	0
w	debt_consolidation	18.06	762.79	51866	21.33	Verified	D	45950	1	1	MORTGAGE	1	10.85641875	1	0
w	debt_consolidation	15.05	693.8	110000	28.88	Verified	C	16723	3	0	RENT	1	11.60823564	1	0
w	credit_card	14.08	839.16	150000	27.03	Verified	C	35581	0	0	MORTGAGE	1	11.91839057	1	0
f	debt_consolidation	25.82	1004.87	150000	13.86	Verified	E	29830	4	0	MORTGAGE	1	11.91839057	1	0
w	home_improvement	6.72	92.25	70000	7.27	Not Verified	A	2424	1	0	MORTGAGE	0	11.15625052	0	1
w	home_improvement	17.09	498.02	60000	32.12	Not Verified	D	4958	0	4	OWN	1	11.00209984	0	0
w	debt_consolidation	16.02	291.95	93500	17.44	Verified	C	7811	1	0	RENT	1	11.44571672	1	0
w	home_improvement	5.32	752.87	180000	12.64	Not Verified	A	3975	2	0	MORTGAGE	0	12.10071213	0	1
w	debt_consolidation	16.02	588.17	62000	23.09	Not Verified	C	6318	0	0	OWN	1	11.03488966	0	0
f	debt_consolidation	19.03	366.72	55000	28.71	Source Verified	D	14521	10	0	MORTGAGE	1	10.91508846	1	0
w	debt_consolidation	13.59	258.23	45000	23.71	Verified	C	7784	3	0	OWN	0	10.71441777	1	0
w	debt_consolidation	18.06	347.36	48000	36.81	Verified	D	5212	6	0	OWN	1	10.77895629	1	0
w	major_purchase	16.02	851.51	455400	9.09	Source Verified	C	49282	6	0	RENT	1	13.02893143	1	0
w	major_purchase	28.72	454.64	21000	73.66	Verified	F	9100	11	0	RENT	1	9.952277717	1	0
w	debt_consolidation	16.02	583.89	85000	1.75	Not Verified	C	3758	2	0	RENT	0	11.35040654	0	0
w	credit_card	7.35	465.57	150000	27.02	Not Verified	A	26341	1	0	MORTGAGE	0	11.91839057	0	1
w	credit_card	21.45	341.34	25000	10.42	Not Verified	D	2752	0	1	RENT	0	10.1266311	0	0
w	credit_card	15.05	333.43	65000	22.38	Not Verified	C	14330	0	0	RENT	0	11.08214255	0	0
w	credit_card	19.03	674.89	80000	15.18	Source Verified	D	2382	2	0	RENT	1	11.28978191	1	0
w	debt_consolidation	6.08	365.5	95000	30.04	Not Verified	A	13562	2	0	MORTGAGE	0	11.46163217	0	1
w	debt_consolidation	14.08	268.65	80000	21.24	Source Verified	C	12008	4	0	OWN	1	11.28978191	1	0
f	debt_consolidation	16.02	580.26	68000	18.04	Source Verified	C	13307	3	0	RENT	0	11.12726298	1	0
w	debt_consolidation	7.97	305.4	40000	10.41	Verified	A	6936	3	0	RENT	1	10.59663473	1	1
w	debt_consolidation	12.62	451.19	95000	19.57	Source Verified	C	18645	12	1	MORTGAGE	0	11.46163217	1	0
w	debt_consolidation	12.62	324.85	77000	14.92	Not Verified	C	10277	3	3	RENT	0	11.2515607	0	0
w	credit_card	21.45	305.84	46000	18.08	Source Verified	D	7465	4	0	RENT	1	10.73639668	1	0
w	debt_consolidation	6.08	609.17	41275	4.89	Not Verified	A	4827	1	0	MORTGAGE	1	10.62801227	0	1
w	credit_card	7.97	219.26	65000	12.32	Not Verified	A	2175	5	0	RENT	0	11.08214255	0	1
w	small_business	6.72	184.5	80000	9.78	Not Verified	A	13359	3	0	MORTGAGE	1	11.28978191	0	1
w	debt_consolidation	21.45	189.54	37500	9.44	Source Verified	D	10456	9	1	RENT	1	10.53209621	1	0
w	debt_consolidation	11.99	498.15	52000	17.1	Not Verified	B	7605	8	0	MORTGAGE	0	10.858999	0	1
w	debt_consolidation	7.35	93.12	69800	16.9	Not Verified	A	3913	2	0	RENT	0	11.15338929	0	1
f	debt_consolidation	17.09	160.64	60000	10.26	Source Verified	D	16483	0	0	RENT	1	11.00209984	1	0
w	home_improvement	9.93	128.94	70000	23.66	Verified	B	8746	3	0	MORTGAGE	0	11.15625052	1	1
f	debt_consolidation	17.09	214.19	63000	18.13	Not Verified	D	10738	4	1	MORTGAGE	1	11.05089001	0	0
w	debt_consolidation	9.44	96.02	80000	16.17	Not Verified	B	13168	0	0	OWN	0	11.28978191	0	1
w	debt_consolidation	26.3	451.78	30000	32.68	Not Verified	E	824	2	0	MORTGAGE	1	10.30895266	0	0
f	debt_consolidation	11.99	166.05	31020	20.7	Verified	B	7230	0	0	RENT	0	10.34238744	1	1
w	debt_consolidation	25.82	298.34	65000	26.45	Source Verified	E	2993	3	0	MORTGAGE	0	11.08214255	1	0
f	credit_card	9.44	384.06	60000	21.14	Source Verified	B	11851	1	0	RENT	1	11.00209984	1	1
f	debt_consolidation	7.97	413.46	36000	13.9	Verified	A	3245	2	0	MORTGAGE	1	10.49127422	1	1
w	debt_consolidation	12.62	541.42	58000	9.27	Source Verified	C	3	0	0	RENT	1	10.96819829	1	0
w	debt_consolidation	11.99	833.98	75000	27.19	Verified	B	17135	0	0	MORTGAGE	0	11.22524339	1	1
w	debt_consolidation	12.62	563.98	48000	17.65	Not Verified	C	2218	3	1	MORTGAGE	1	10.77895629	0	0
w	debt_consolidation	9.93	354.58	135000	9.97	Source Verified	B	14585	0	0	MORTGAGE	0	11.81303006	1	1
w	debt_consolidation	12.62	241.29	55000	32.34	Not Verified	C	9026	1	0	MORTGAGE	0	10.91508846	0	0
w	debt_consolidation	20	688.85	52000	19.35	Verified	D	3183	4	0	RENT	0	10.858999	1	0
w	debt_consolidation	9.44	512.08	90000	15.59	Not Verified	B	20137	3	1	MORTGAGE	1	11.40756495	0	1
f	debt_consolidation	24.85	158.73	64000	16.58	Source Verified	E	3487	3	1	MORTGAGE	1	11.06663836	1	0
w	debt_consolidation	9.44	1184.19	122000	21.33	Verified	B	27446	0	0	RENT	1	11.71177632	1	1
w	major_purchase	9.44	1280.2	120000	3.97	Verified	B	3328	8	0	MORTGAGE	1	11.69524702	1	1
w	debt_consolidation	17.09	796.84	160000	11.99	Source Verified	D	71732	3	0	MORTGAGE	0	11.98292909	1	0
w	debt_consolidation	26.3	602.37	82000	22.45	Source Verified	E	50732	0	0	MORTGAGE	1	11.31447453	1	0
f	debt_consolidation	26.3	809.02	34800	26.41	Verified	E	4053	3	0	OWN	0	10.45737267	1	0
w	debt_consolidation	5.32	301.15	100000	8.7	Source Verified	A	8385	3	0	MORTGAGE	0	11.51292546	1	1
w	debt_consolidation	14.08	109.5	56000	13.67	Source Verified	C	21424	2	1	MORTGAGE	0	10.93310697	1	0
w	home_improvement	9.44	838.91	97400	12.64	Source Verified	B	2372	1	0	MORTGAGE	1	11.48658149	1	1
w	debt_consolidation	10.91	644.12	115000	17.18	Source Verified	B	49522	0	0	RENT	0	11.65268741	1	1
w	debt_consolidation	19.03	36.68	32000	30.8	Verified	D	0	2	0	RENT	0	10.37349118	1	0
w	home_improvement	10.42	162.33	25000	44.07	Verified	B	19898	0	0	OWN	0	10.1266311	1	1
f	debt_consolidation	12.62	46.92	31665.71	0.45	Verified	C	12	8	0	RENT	0	10.36298967	1	0
f	debt_consolidation	21.45	379.07	38000	9.82	Not Verified	D	10081	1	0	RENT	0	10.54534144	0	0
